clade_name	P35M2	P35M1	P35M0	C35F0	P34F2	P34F1	P34F0	C34M0	P24F1	P24F0	C24M0	P15M2	P15M1	P15M0	C15F0	P32M2	P32M1	P32M0	C32F0	P07M2	P07M1	P07M0	C07M0	P27M2	P27M1	P27M0	C27F0	P12M2	P12M1	P12M0	C12F0	P19M2	P19M1	P19M0	C19F0	P31M2	P31M1	P31M0	C31F0	P38M2	P38M1	P38M0	C38F0	P17M2	P17M1	P17M0	C17F0	P22M2	P22M1	P22M0	C22F0	P18M2	P18M1	P18M0	C18F0	P10M2	P10M1	P10M0	C10F0	P36M2	P36M1	P36M0	C36F0	P03M2	P03M1	P03M0	C03F0	P29F1	P29F0	C29M0	P13F2	P13F1	P13F0	C13M0	P01F2	P01F1	P01F0	C01M0	P30M2	P30M1	P30M0	C30F0	P28M1	P28M0	C28F0	P16M2	P16M1	P16M0	C16F0	P06M2	P06M0	P05M2	P05M0	C05F0	P33F2	P33F1	P33F0	C33M0	P21M1	P21M0	C21F0	P23M1	P23M0	C23M0	P04M2	P04M0	C04F0	P11M2	P11M1	P11M0	P08M2	P08M1	P08M0	C11F0	C08F0	P26M1	P26M0	C26F0	P37M2	P37M1	P37M0	C37F0	P25M2	P25M1	P25M0	C25F0	P14M2	P14M1	P14M0	C14F0	P02F2	P02F0	C02F0	P20M2	C20M0	P09M2	P09M1	P09M0	C09F0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00487	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_marcescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00487	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0	0.04797	0.34414	0.2737	0.00544	0.00069	0	0.0484	0	0.00442	0.00721	0.00059	0.01955	0.005	0.00205	0.02625	0.07861	0	0.08072	0.00596	0.26458	0.00154	0.00912	0.01632	0.0807	0.09274	1.40214	0.28523	0.10066	0.00031	0.28568	0.01427	0	0.4206	0.20317	0.01817	0	0.38097	0	0	0.00543	0	0.02609	0.02191	0.00405	0.03087	0.23084	0.00163	0	0	0.00041	0.00385	0.00098	0.07514	0.02492	0.00457	0	0.39085	0.15734	0	0	0	0.0438	0.01994	0.00274	0.00517	0.97513	0.11984	0.0226	0.12622	0.27893	0.12157	0.08924	0.00115	0.21394	0	0.00051	0.00036	0.01743	0.00138	0	0.02032	0.00048	0	0.07337	8.45163	0.39404	0.02362	0.02794	0.00386	0.02742	0.02531	0	0.01514	0.0015	0.00118	0.00324	0.03911	0.14076	0.01497	0	0.00249	0	0.93027	0	0	0.60517	0	0	0	0.00103	0	0.76583	0.88507	0.00487	0.15638	0.06007	0.00726	0	0	0.00161	0	0.00731	0.01163	0.01042	0.01476	0.00134	0.49987	0.29565	0.49329	0.00942	1.23652	0.0704	0.00397	0.01201	0.0265	0.10616	0.16326	0.53081
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0	0.04797	0.34414	0.2737	0.00544	0.00069	0	0.0484	0	0.00442	0.00721	0.00059	0.01955	0.005	0.00205	0.02625	0.07861	0	0.08072	0.00596	0.26458	0.00154	0.00912	0.01632	0.0807	0.09274	1.40214	0.28523	0.10066	0.00031	0.28568	0.01427	0	0.4206	0.20317	0.01817	0	0.38097	0	0	0.00543	0	0.02609	0.02191	0.00405	0.03087	0.23084	0.00163	0	0	0.00041	0.00385	0.00098	0.07514	0.02492	0.00457	0	0.39085	0.15734	0	0	0	0.0438	0.01994	0.00274	0.00517	0.97513	0.11984	0.0226	0.12622	0.27893	0.12157	0.08924	0.00115	0.21394	0	0.00051	0.00036	0.01743	0.00138	0	0.02032	0.00048	0	0.07337	8.45163	0.39404	0.02362	0.02794	0.00386	0.02742	0.02531	0	0.01514	0.0015	0.00118	0.00324	0.03911	0.14076	0.01497	0	0.00249	0	0.93027	0	0	0.60517	0	0	0	0.00103	0	0.76583	0.88507	0.00487	0.15638	0.06007	0.00726	0	0	0.00161	0	0.00731	0.01163	0.01042	0.01476	0.00134	0.49987	0.29565	0.49329	0.00942	1.23652	0.0704	0.00397	0.01201	0.0265	0.10616	0.16326	0.53081
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	0	0	0	0	0	0	0	0.00114	0	0	0	0	0	0	0	0	0.00272	0	0	0	0.0004	0	0	0	0	0	0.00247	0.0044	0	0	0.00111	0	0	0.00229	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03071	0.00318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31751	0.03471	0.00165	0	0	0	0	0	0	0	0	0.00145	0	0	0	0	0	0	0.00185	0	0	0.0009	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0.00567	0.00173	0	0.00557	0	0.01485	0	0.00488	0	0	0	0.00225	0.00259	0	0.00665
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0.00114	0	0	0	0	0	0	0	0	0.00272	0	0	0	0.0004	0	0	0	0	0	0.00139	0.0044	0	0	0.00111	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12454	0.03471	0.00165	0	0	0	0	0	0	0	0	0.00145	0	0	0	0	0	0	0.00185	0	0	0.0009	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0.00567	0.00173	0	0.00557	0	0.01485	0	0.00488	0	0	0	0.00225	0.00259	0	0.00665
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_sp_oral_taxon_458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02181	0.00318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0	0.04797	0.34414	0.2737	0.00544	0.00069	0	0.04726	0	0.00442	0.00721	0.00059	0.01955	0.005	0.00205	0.02625	0.07589	0	0.08072	0.00596	0.26417	0.00154	0.00912	0.01632	0.0807	0.09274	1.39967	0.28083	0.10066	0.00031	0.28457	0.01427	0	0.41831	0.20317	0.01817	0	0.3803	0	0	0.00543	0	0.02609	0.02191	0.00405	0.03087	0.23084	0.00163	0	0	0.00041	0.00385	0.00098	0.07514	0.02492	0.00457	0	0.36014	0.15417	0	0	0	0.0438	0.01994	0.00274	0.00517	0.97513	0.11984	0.0226	0.12622	0.27893	0.12157	0.08924	0.00115	0.21394	0	0.00051	0.00036	0.01743	0.00138	0	0.02032	0.00048	0	0.07337	7.13412	0.35933	0.02197	0.02794	0.00386	0.02742	0.02531	0	0.01514	0.0015	0.00118	0.0018	0.03911	0.14076	0.01497	0	0.00249	0	0.92842	0	0	0.60427	0	0	0	0.00103	0	0.76583	0.88365	0.00487	0.15638	0.06007	0.00726	0	0	0.00161	0	0.00731	0.01163	0.00475	0.01303	0.00134	0.49429	0.29565	0.47843	0.00942	1.23164	0.0704	0.00397	0.01201	0.02426	0.10357	0.16326	0.52416
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0	0.01487	0.33843	0.22438	0.00544	0.00069	0	0.04575	0	0.00288	0.00272	0	0.01955	0.005	0.00187	0.02499	0.07436	0	0.07666	0.00596	0.22933	0.00154	0.00796	0.01632	0.0807	0.09274	1.39967	0.27989	0.10066	0.00031	0.26399	0.01427	0	0.41831	0.20157	0.01817	0	0.3803	0	0	0.00543	0	0.02609	0.02191	0.00101	0.02342	0.23084	0.00163	0	0	0.00041	0.00385	0	0.05164	0.02492	0.00457	0	0.35531	0.15417	0	0	0	0.02947	0.01994	0.00274	0.00432	0.97285	0.11984	0.0226	0.11903	0.27893	0.11897	0.0865	0.00115	0.20054	0	0.00051	0.00036	0.01743	0.00102	0	0.02032	0.00048	0	0.05707	5.5137	0.34229	0.02133	0.02425	0.00226	0.02742	0.02531	0	0.01514	0	0.00118	0.0018	0.03911	0.06395	0.00875	0	0.00084	0	0.91915	0	0	0.60342	0	0	0	0.00103	0	0.76583	0.77296	0.00409	0.15431	0.06007	0.00726	0	0	0.00161	0	0.00731	0.0068	0.00475	0.01303	0.00134	0.30309	0.29151	0.35332	0.00535	1.21172	0.06761	0.00397	0.01201	0.02337	0.1004	0.16326	0.50867
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713	0	0	0	0	0	0	0	0	0	0	0.52402	0.00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0.00171	0	0.01495
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	0	0	0.00409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp_HMSC71H05	0	0.0331	0	0	0	0	0	0.00151	0	0.00153	0.00449	0.00059	0	0	0.00019	0.00127	0.00153	0	0.00406	0	0	0	0.00116	0	0	0	0	0	0	0	0.02059	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0.00303	0.00745	0	0	0	0	0	0	0.00098	0.02274	0	0	0	0	0	0	0	0	0.01433	0	0	0.00085	0	0	0	0	0	0.00125	0.00135	0	0.00158	0	0	0	0	0.00037	0	0	0	0	0.0163	0.27934	0	0	0.00369	0.00159	0	0	0	0	0.0015	0	0	0	0.07625	0.00622	0	0	0	0	0	0	0.00084	0	0	0	0	0	0	0.08862	0.00078	0.00207	0	0	0	0	0	0	0	0.00483	0	0	0	0.17541	0	0.11393	0.00407	0.01823	0.00279	0	0	0.00061	0.00146	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	0	0	0.00162	0.04933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03485	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00483	0	0	0	0	0	0	0	0	0.00227	0	0	0.00719	0	0.00135	0.00139	0	0.0047	0	0	0	0	0	0	0	0	0	0	0.81706	0.01165	0.00064	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0.00926	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01579	0.00414	0.01118	0	0.00169	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0	0	0	0	0	0	0	0	0	0	0.11621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0.00233	0	0	0	0	0	0	0	0.16264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01903	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0	0	0	0	0	0	0	0	0	0	0.11621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0.00233	0	0	0	0	0	0	0	0.16264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0.08662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00233	0	0	0	0	0	0	0	0.16264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00233	0	0	0	0	0	0	0	0.02169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0.00332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus	0	0	0	0	0	0	0	0	0	0	0.0833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella	0	0	0	0	0	0	0	0	0	0	0.02959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis	0	0	0	0	0	0	0	0	0	0	0.02959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	0.0353	0.02885	0.0955	0	0	0	0	0	0	0	0	0.07664	0.04885	0.03613	0.01127	0	0	0	0	0.00762	0.02371	0.03515	0	0.04782	0.08566	0.04693	0.10437	0.2856	0.17869	2.11106	2.35039	0.00107	0.00643	0.00289	0	0.04408	0.0681	0.02346	0.01978	0	0	0	0	0.97704	1.77112	2.09176	0.59792	0	0	0	0.07368	0	0	0	0.04293	0.00023	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0.54868	0.73241	1.20751	1.15216	0.0462	0.12713	0.30998	0.03462	0.20882	0.15186	0.15532	0.36057	0.05933	0	0	0.02366	0	0.00233	0	0.79031	0	0.00158	0.19886	0.07072	0.30383	0.00154	0.00417	0.00154	0	0	0	0	0.0055	0.00141	0	0.00862	0.01528	0.12178	0.0007	0.00051	0.00081	0.05147	0.09375	0.05455	0	0.01737	0	0	0	0.00594	0.00063	0.00751	0.08768	0.00073	0.00038	0	0	0	0	1.0102	0	0	0	0	0	0.0014	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	0.0353	0.02885	0.0955	0	0	0	0	0	0	0	0	0.07664	0.04885	0.03613	0.01127	0	0	0	0	0.00762	0.02371	0.03515	0	0.04782	0.08566	0.04693	0.10437	0.2856	0.17869	2.11106	2.35039	0.00107	0.00643	0.00289	0	0.04408	0.0681	0.02346	0.01978	0	0	0	0	0.97704	1.77112	2.09176	0.59792	0	0	0	0.07368	0	0	0	0.04293	0.00023	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0.54868	0.73241	1.20751	1.15216	0.0462	0.12713	0.30998	0.03462	0.20882	0.15186	0.15532	0.36057	0.05933	0	0	0.02366	0	0.00233	0	0.79031	0	0.00158	0.19886	0.07072	0.30383	0.00154	0.00417	0.00154	0	0	0	0	0.0055	0.00141	0	0.00862	0.01528	0.12178	0.0007	0.00051	0.00081	0.05147	0.09375	0.05455	0	0.01737	0	0	0	0.00594	0.00063	0.00751	0.08768	0.00073	0.00038	0	0	0	0	1.0102	0	0	0	0	0	0.0014	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified	0.0353	0.02885	0.0955	0	0	0	0	0	0	0	0	0.07664	0.04885	0.03613	0.01127	0	0	0	0	0.00762	0.02371	0.03515	0	0.04782	0.08566	0.04693	0.10437	0.2856	0.17869	2.11106	2.35039	0.00107	0.00643	0.00289	0	0.04408	0.0681	0.02346	0.01978	0	0	0	0	0.97704	1.77112	2.09176	0.59792	0	0	0	0.07368	0	0	0	0.04293	0.00023	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0.54868	0.73241	1.20751	1.15216	0.0462	0.12713	0.30998	0.03462	0.20882	0.15186	0.15532	0.36057	0.05933	0	0	0.02366	0	0.00233	0	0.79031	0	0.00158	0.19886	0.07072	0.30383	0.00154	0.00417	0.00154	0	0	0	0	0.0055	0.00141	0	0.00862	0.01528	0.12178	0.0007	0.00051	0.00081	0.05147	0.09375	0.05455	0	0.01737	0	0	0	0.00594	0.00063	0.00751	0.08768	0.00073	0.00038	0	0	0	0	1.0102	0	0	0	0	0	0.0014	0	0	0	0
